date,actual,predicted
28.02.2024 01:00,0,0.197022274
28.02.2024 02:00,0,0.344739827
28.02.2024 03:00,0,0.455942473
28.02.2024 04:00,0,0.559393977
28.02.2024 05:00,0,0.649164763
28.02.2024 06:00,0.45,0.725670413
28.02.2024 07:00,3.82,1.271828647
28.02.2024 08:00,7.35,4.855875032
28.02.2024 09:00,9.62,8.063290634
28.02.2024 10:00,9.86,9.630846703
28.02.2024 11:00,9.86,9.300116092
28.02.2024 12:00,9.85,8.896937486
28.02.2024 13:00,9.74,8.654852716
28.02.2024 14:00,9.59,8.146012341
28.02.2024 15:00,7.16,7.753003406
28.02.2024 16:00,3.31,4.962220131
28.02.2024 17:00,0.22,1.095188844
28.02.2024 18:00,0,-1.563313902
28.02.2024 19:00,0,-1.086510743
28.02.2024 20:00,0,-0.747795463
28.02.2024 21:00,0,-0.460346236
28.02.2024 22:00,0,-0.190410746
28.02.2024 23:00,0,0.016767506
29.02.2024 00:00,0,0.27892426
29.02.2024 01:00,0,0.477507135
29.02.2024 02:00,0,0.675715222
29.02.2024 03:00,0,0.818756756
29.02.2024 04:00,0,0.956478744
29.02.2024 05:00,0,1.073981574
29.02.2024 06:00,0.4,1.172148042
29.02.2024 07:00,3.79,1.681184583
29.02.2024 08:00,7.42,5.30987453
29.02.2024 09:00,9.64,8.631217385
29.02.2024 10:00,9.9,10.13070237
29.02.2024 11:00,9.84,9.822974298
29.02.2024 12:00,9.89,9.344709581
29.02.2024 13:00,9.87,9.129101612
29.02.2024 14:00,9.51,8.729418858
29.02.2024 15:00,7.12,8.075432501
29.02.2024 16:00,3.43,5.346084534
29.02.2024 17:00,0.28,1.341507784
29.02.2024 18:00,0,-1.140619815
29.02.2024 19:00,0,-0.747913974
29.02.2024 20:00,0,-0.421012606
